packet_size,inter_arrival_time,src_port,dst_port,packet_count_5s,spectral_entropy,frequency_band_energy,label,protocol_type_TCP,protocol_type_UDP,src_ip_192.168.1.2,src_ip_192.168.1.3,dst_ip_192.168.1.5,dst_ip_192.168.1.6,tcp_flags_FIN,tcp_flags_SYN,tcp_flags_SYN-ACK,suspicious_src_port
0.2047244094488189,0.6955695917426021,61320,80,1.0,0.9177499415831872,0.9089994730880324,0.0,0,0,0,0,1,0,0,0,1,0
0.654974946313529,0.4678121727527327,59817,443,0.5714285714285714,0.4811885829358138,0.4244840519981994,0.0,0,0,0,0,0,1,0,0,0,0
0.1037938439513242,0.5550409052337951,31844,443,0.3571428571428571,0.4835559362189778,0.9247013818357958,0.0,0,0,0,0,0,0,1,0,0,0
0.4946313528990694,0.0617496145437274,9357,443,1.0,0.6827239810674479,0.3388445434530733,1.0,0,0,0,1,0,1,0,0,1,1
0.0279169649248389,0.3111021147380268,38255,53,0.5714285714285714,0.8210582498868346,0.922023803731363,0.0,0,1,0,0,0,0,0,0,1,0
0.9699355762347888,0.970870388353358,8281,80,0.9285714285714284,0.4532604440025212,0.2115390208403072,0.0,0,1,0,0,0,1,0,1,0,0
0.9670722977809592,0.1896907632210887,6908,53,0.8571428571428571,0.5578512648483134,0.610438534820064,0.0,0,0,0,1,1,0,0,0,1,0
0.8489620615604867,0.6093167620225686,12031,80,0.6428571428571429,0.0270335590781947,0.7802184463041054,0.0,0,0,0,1,1,0,0,0,0,0
0.9119541875447388,0.5407636578361065,7449,53,0.3571428571428571,0.9248771610106044,0.3861737090571073,0.0,1,0,0,1,0,0,0,1,0,0
0.9613457408733,0.3956433025464055,55202,443,0.9285714285714284,0.1036189197718302,0.4544402455417792,0.0,0,0,0,0,0,0,0,0,1,0
0.6793128131710808,0.914007084528042,30769,80,0.8571428571428571,0.0460488161428971,0.6903309530178605,0.0,0,0,0,1,0,1,0,0,0,0
0.9520400858983536,0.9071386416507068,53865,80,0.3571428571428571,0.7640614712530809,0.2414793215447747,0.0,1,0,1,0,1,0,1,0,0,0
0.0408017179670723,0.2954709814451882,31914,53,0.0,0.6206760751221774,0.7459612659849683,0.0,1,0,0,1,1,0,0,0,0,0
0.4767358625626342,0.4860835756620029,64858,53,0.9285714285714284,0.3271687924785622,0.0918832035805701,0.0,0,1,0,1,0,0,0,0,0,0
0.9606299212598426,0.3747775265832502,21286,53,0.7857142857142857,0.4633898365796565,0.6806676237460547,0.0,1,0,0,1,1,0,0,0,0,0
0.3192555476020042,0.178528834407774,47322,80,0.0714285714285714,0.9279717502090276,0.4841313338612824,0.0,0,1,1,0,1,0,0,0,0,0
0.4230493915533285,0.3970554854190939,9122,443,0.4285714285714286,0.3192458297755554,0.2920950015408904,0.0,0,0,0,1,0,1,0,0,1,0
0.7702219040801718,0.7464488890759812,51079,53,0.5714285714285714,0.8226319618633093,0.9106122275840668,0.0,0,0,1,0,1,0,0,0,0,0
0.3042233357193987,0.0503595667964631,24394,80,0.9285714285714284,0.3136914590393278,0.0459154770825287,0.0,0,1,0,1,1,0,0,0,1,0
0.4953471725125268,0.0409043207386146,21869,443,0.5,0.5306990180437747,0.9710014351649942,0.0,0,1,1,0,0,0,0,0,1,0
0.376521116678597,0.9700907865193952,55480,80,0.7857142857142857,0.8172881094562268,0.2127190395830918,0.0,0,0,0,0,0,0,1,0,0,0
0.4910522548317824,0.1150167334254166,35758,53,0.2857142857142857,0.9644020936549752,0.0147091225333749,1.0,0,0,0,0,0,0,0,0,0,1
0.4831782390837509,0.890087703477605,5605,80,0.0,0.2669170216604142,0.8066824503554108,0.0,1,0,0,1,0,0,1,0,0,0
0.572655690765927,0.2817129416042992,10852,53,0.4285714285714286,0.026538687075738,0.3791818294863938,0.0,0,0,0,1,0,1,0,0,1,0
0.740873299928418,0.8575712931835758,61522,53,0.7142857142857143,0.6855357161571742,0.046414746000372,0.0,0,1,1,0,0,1,0,1,0,0
0.6005726556907659,0.866048767645353,47588,443,0.7857142857142857,0.7019681094915056,0.0786298710790269,0.0,0,0,1,0,0,1,0,1,0,0
0.1109520400858983,0.8978492511551874,22177,80,0.5714285714285714,0.2637318401473507,0.7618011928685957,0.0,1,0,0,0,0,0,1,0,0,0
0.7258410880458125,0.582971214269782,18337,443,0.7142857142857143,0.2824010142442184,0.7654510884097255,0.0,1,0,1,0,0,1,0,0,0,0
0.8962061560486757,0.6122924369347575,11042,53,0.1428571428571429,0.8597683442141895,0.8398608572509491,0.0,1,0,0,1,0,0,0,1,0,0
0.9269863994273444,0.7595607054520775,30034,80,0.2142857142857143,0.9589507491293352,0.2267061695187588,0.0,1,0,1,0,0,0,1,0,0,0
0.3156764495347172,0.7690357759484465,8182,80,0.1428571428571429,0.5615447392511745,0.1173908273066815,0.0,0,0,0,0,0,0,0,0,0,0
0.6342161775232641,0.7651627611945924,3622,443,0.5714285714285714,0.8341051176352048,0.6919912226811517,0.0,1,0,0,1,0,0,0,1,0,0
0.6198997852541159,0.2192935041985617,46168,443,0.7142857142857143,0.1681899239985949,0.1218141853396615,0.0,1,0,0,0,0,0,0,1,0,0
0.2147458840372225,0.2489036256856733,20987,443,0.5714285714285714,0.3461690922220777,0.5584755490991651,0.0,0,1,1,0,0,1,0,1,0,0
0.3593414459556191,0.6702204647284425,38133,80,0.7142857142857143,0.8303555448825986,0.5415510455249585,0.0,0,1,0,1,0,1,0,0,0,0
0.7007874015748031,0.0403039364547661,38383,443,0.0,0.6007256352804582,0.4021356539619456,0.0,0,0,0,1,0,1,0,0,0,0
0.7401574803149606,0.2324304248553348,41953,53,0.5,0.8368987413616402,0.1087162139699255,0.0,0,0,0,0,1,0,0,1,0,0
0.8475304223335719,0.6502874515482105,42846,80,0.4285714285714286,0.3560473360811738,0.4762996805328959,0.0,0,0,0,0,0,0,1,0,0,0
0.9355762347888332,0.1758420842744429,62509,53,0.8571428571428571,0.200128068797234,0.1512862969488416,0.0,0,1,0,0,1,0,0,0,1,0
0.9899785254115964,0.654242350241256,33471,53,0.0714285714285714,0.889632199774538,0.3955598704116748,0.0,0,0,0,1,0,0,0,1,0,0
0.0880458124552612,0.3938086303247242,20350,443,0.0714285714285714,0.8889448009539764,0.784349982903622,0.0,1,0,0,0,0,0,0,0,0,0
0.3314244810307802,0.6895447124321379,2318,80,0.9285714285714284,0.5553299053880592,0.4089044696473109,0.0,0,1,0,1,0,0,0,0,1,0
0.7244094488188977,0.8875695544779425,1170,53,0.0714285714285714,0.7098306309887734,0.7275575797528329,0.0,0,0,0,0,1,0,0,1,0,0
0.5382963493199714,0.8820925515418837,53764,80,0.8571428571428571,0.0078797823741521,0.7741755524363094,0.0,0,1,0,1,0,1,0,1,0,0
0.8081603435934145,0.0158653069177533,4302,80,0.6428571428571429,0.011028441178972,0.1401094789935885,0.0,0,1,1,0,1,0,1,0,0,0
0.117394416607015,0.1814355316921556,29633,443,0.7857142857142857,0.1901375898831041,0.8732832399552143,0.0,0,1,0,0,0,1,0,1,0,0
0.0450966356478167,0.6501334433840795,61812,80,0.6428571428571429,0.8058723047541676,0.9559966047452948,0.0,1,0,0,0,1,0,1,0,0,0
0.4931997136721546,0.8262453797500713,43303,80,0.9285714285714284,0.0458108230276943,0.5879165371310253,0.0,0,1,0,0,1,0,0,0,0,0
0.2827487473156764,0.7140339245596448,55220,80,0.0714285714285714,0.5706251168633685,0.3898603411956676,0.0,1,0,0,0,0,1,0,0,1,0
0.5619183965640658,0.1258739187129786,1250,53,0.0714285714285714,0.0612872859369169,0.7279802781361607,0.0,1,0,0,1,1,0,0,0,1,0
0.4946313528990694,0.5205657556070217,25081,80,0.8571428571428571,0.0862711858147129,0.9185553121708282,0.0,1,0,0,0,0,1,0,0,1,0
0.3657838224767358,0.9366959765423332,9504,443,0.0714285714285714,0.749005926461674,0.6823178586914339,0.0,1,0,0,1,0,0,0,0,1,0
0.541159627773801,0.725355427208175,33590,53,0.9285714285714284,0.8900912009685102,0.4816361126234446,0.0,1,0,0,0,0,0,0,0,1,0
0.4402290622763064,0.5846030931860369,43103,443,0.7142857142857143,0.863818143217574,0.8641273804506441,0.0,0,1,1,0,1,0,1,0,0,0
0.4280601288475304,0.9160716663165944,62014,443,0.0,0.1090908997472288,0.491253762511618,0.0,0,1,0,0,0,1,0,0,0,0
0.5647816750178954,0.5908492123210319,5143,80,0.2142857142857143,0.2493273422462367,0.8342461432931633,1.0,0,0,0,1,1,0,0,0,0,1
0.7193987115246958,0.933845757538892,61850,80,0.9285714285714284,0.1827206833051473,0.7272895949629441,0.0,0,1,0,0,0,0,1,0,0,0
0.6886184681460272,0.4215702296468442,21925,53,0.0714285714285714,0.7649855597660036,0.7245900124543239,1.0,1,0,0,1,0,1,0,1,0,1
0.5354330708661418,0.5676138408539393,54187,80,0.6428571428571429,0.9605039013769144,0.2688165345334548,0.0,0,1,1,0,0,1,0,0,1,0
0.5454545454545454,0.3235032214141665,30487,53,0.5714285714285714,0.9926071288011756,0.5902188030467997,0.0,0,0,1,0,0,0,0,0,0,0
0.3908375089477451,0.9034775593939014,3636,53,0.0714285714285714,0.2497611244977564,0.978584290965638,0.0,1,0,1,0,1,0,0,0,0,0
0.717967072297781,0.531201683814433,2683,443,1.0,0.1590072943995055,0.265218603656411,0.0,0,0,1,0,1,0,0,1,0,0
0.2598425196850393,0.3094325454752281,36545,53,0.2857142857142857,0.6847880025372346,0.9717484345909034,0.0,0,0,0,0,0,1,0,0,0,0
0.8296349319971367,0.1723409016571978,1067,443,0.5,0.8309126948825432,0.3620246760765861,0.0,0,0,1,0,0,1,0,0,1,0
0.4881889763779528,0.5516347599414844,3609,53,0.0,0.8479393267005362,0.3328629851386036,0.0,0,1,0,0,1,0,0,0,0,0
0.0272011453113815,0.2878300047042358,31655,443,0.7857142857142857,0.0793653009227153,0.3786198731565207,0.0,0,1,0,1,0,0,0,1,0,0
0.4223335719398711,0.4717618193646768,48378,443,0.1428571428571429,0.2556336228732432,0.4432297901804916,0.0,0,1,0,1,1,0,0,0,0,0
0.4108804581245525,0.0600528398144226,34076,443,0.0714285714285714,0.6951166581398533,0.0434739506933449,0.0,1,0,0,0,0,1,0,0,1,0
0.1030780243378668,0.5693088366481874,46312,80,0.0714285714285714,0.3747670850864137,0.8204838784281969,0.0,0,1,1,0,0,0,1,0,0,0
0.0522548317823908,0.5384487775662157,29306,53,0.5,0.8732930249520408,0.9596654230213134,0.0,0,1,0,1,0,1,0,0,1,0
0.6907659269863994,0.3136809479169297,37517,53,0.7142857142857143,0.2813835732676395,0.9280709886831412,0.0,0,0,0,1,0,1,0,1,0,0
0.3886900501073729,0.5092444259642623,53735,443,1.0,0.1375785031490197,0.0113784995202676,0.0,0,1,1,0,1,0,0,0,1,0
0.0536864710093056,0.4734783478995324,40077,443,0.0714285714285714,0.6057377751444832,0.2287341306870842,1.0,1,0,1,0,0,1,0,0,0,1
0.5497494631352899,0.3417071010941076,43320,443,0.9285714285714284,0.8082821673357197,0.9473078213296758,0.0,0,0,1,0,1,0,0,1,0,0
0.085898353614889,0.256636944826041,48270,443,0.5,0.0139964370102472,0.9347605792549688,0.0,0,1,1,0,0,1,0,0,0,1
0.3622047244094488,0.8878032506299046,33283,443,0.4285714285714286,0.3931081559073126,0.6587340887429711,0.0,0,0,0,0,0,1,0,1,0,0
0.8503937007874016,0.7742105022775877,3173,80,0.7142857142857143,0.820296478922204,0.3495056358316574,0.0,0,0,1,0,0,1,0,0,1,0
0.3600572655690766,0.3966848744451012,44574,53,0.4285714285714286,0.0058690684821725,0.1775515988557361,0.0,0,1,0,0,0,0,0,1,0,0
0.5382963493199714,0.6977057679475068,53058,80,0.1428571428571429,0.2233739986255942,0.1891345608269448,0.0,1,0,0,1,0,0,1,0,0,0
0.8818897637795275,0.8230595554379425,43324,53,0.5,0.911945656937248,0.0914694368967854,0.0,0,0,0,1,1,0,1,0,0,0
0.2333571939871152,0.4374442540414561,3400,443,0.7142857142857143,0.1584883852182006,0.7349571347814821,0.0,0,0,1,0,1,0,0,0,1,0
0.9642090193271295,0.9115451347740068,39945,53,0.5714285714285714,0.9538147456741024,0.1470661393407388,0.0,1,0,0,1,1,0,0,0,0,0
0.3228346456692913,0.0217439638860353,33716,80,0.2857142857142857,0.7870472726657924,0.8898207995262409,0.0,0,1,0,1,0,0,1,0,0,0
0.3192555476020042,0.6207143072900279,61624,53,0.0,0.0097809395838348,0.9911675704752416,1.0,0,1,0,1,0,1,0,1,0,1
0.5182534001431639,0.6783929476374225,65067,443,0.0,0.1435486069571112,0.1727080023841433,0.0,1,0,1,0,0,1,0,1,0,0
0.0322118826055833,0.615203054196451,43103,80,0.5714285714285714,0.5615043720720925,0.0829029968443747,0.0,0,0,1,0,0,1,1,0,0,0
0.1675017895490336,0.2080470555456501,50743,80,0.7857142857142857,0.6315766619448739,0.7972551697337521,0.0,0,0,1,0,0,1,0,0,1,0
0.5053686471009305,0.954696927051053,10197,80,0.2142857142857143,0.5784836989092135,0.3347160160750511,0.0,0,1,0,0,1,0,0,0,0,0
0.136721546170365,0.6774095093207346,29779,443,0.4285714285714286,0.5701488711065545,0.1767178732568995,0.0,0,0,0,1,0,1,0,1,0,0
0.2054402290622763,0.1775164647226686,49389,53,0.0,0.3179829535279204,0.7633730191978845,0.0,0,0,0,0,0,1,0,0,0,0
0.0408017179670723,0.1944348086348457,55139,53,0.3571428571428571,0.2505388540677549,0.490929903193332,0.0,0,0,0,1,1,0,0,1,0,0
0.6721546170365068,0.9465856740183554,34515,80,0.9285714285714284,0.1517797405019525,0.2829325071782835,0.0,0,1,0,1,0,1,0,0,1,0
0.2319255547602004,0.2576728950566863,33857,443,0.2142857142857143,0.521596706515826,0.8677299440332633,0.0,0,0,0,1,0,1,0,1,0,0
0.0694345025053686,0.8715613271941931,59873,80,0.2142857142857143,0.7622686029220969,0.3038656131535886,0.0,0,1,0,0,0,1,0,0,0,0
0.3078024337866857,0.6096712797864892,61650,53,0.6428571428571429,0.9071834012227332,0.6691412806960746,0.0,0,0,1,0,0,0,0,0,1,0
0.3106657122405154,0.658519957177158,48198,443,0.2142857142857143,0.1486570601805654,0.2266701888682503,0.0,1,0,0,0,0,1,0,0,1,0
0.4266284896206156,0.3426712162919819,25579,443,0.9285714285714284,0.6508410464426015,0.9102172499850066,0.0,1,0,0,0,0,1,0,0,1,0
0.2326413743736578,0.8774885856971025,40038,53,1.0,0.8461628707201614,0.8072314469810599,0.0,0,1,0,1,0,1,0,0,1,0
0.9749463135289906,0.7612474767534244,28863,53,0.5714285714285714,0.5186897501998322,0.1063399909105009,0.0,0,0,0,0,1,0,0,1,0,0
0.054402290622763,0.1754565781545443,36194,53,0.9285714285714284,0.803486842830984,0.3370551449159112,0.0,0,1,0,0,0,1,1,0,0,0
0.7537580529706513,0.4307562704211176,55007,53,0.2142857142857143,0.5188376609214291,0.3636000510706459,0.0,0,1,1,0,0,1,0,0,0,0
0.9549033643521831,0.7367601357563665,52421,443,0.7857142857142857,0.0131813000030742,0.6663228628457974,0.0,1,0,1,0,0,1,0,0,1,0
0.5211166785969935,0.67189979743791,57942,443,0.4285714285714286,0.8174267294485231,0.9799714864156154,0.0,1,0,0,1,0,0,0,0,0,0
0.2319255547602004,0.7348411696329165,1785,53,0.5,0.7751878063419779,0.4355327722298845,0.0,0,0,0,0,1,0,0,1,0,0
0.6091624910522548,0.0447456046658175,3374,53,0.0714285714285714,0.7412493546466115,0.3473271057914588,0.0,0,0,0,1,0,0,1,0,0,0
0.982820329277022,0.5925203206342542,1912,443,0.5,0.9064915200895048,0.6281742651667912,1.0,1,0,0,0,0,0,0,0,1,1
0.3099498926270579,0.815595898304477,26100,443,0.7142857142857143,0.0362853985902589,0.4732732734644551,0.0,0,1,0,0,0,0,1,0,0,0
0.9141016463851108,0.8330020699847996,60335,80,0.3571428571428571,0.7186333891857419,0.2202601064315375,0.0,0,1,1,0,1,0,1,0,0,0
0.4559770937723694,0.6014900599679784,34131,443,0.2857142857142857,0.2679355716090068,0.3288417604748739,0.0,1,0,0,1,0,1,1,0,0,0
0.4638511095204009,0.2051854538820572,55809,443,0.7857142857142857,0.8379029037494385,0.550228827622997,0.0,0,1,0,0,1,0,1,0,0,0
0.3564781675017895,0.5254163358394819,57433,53,0.7142857142857143,0.3164207712640259,0.553065555489219,0.0,0,0,0,1,1,0,0,0,1,0
0.6313528990694345,0.809687992309266,15871,443,0.1428571428571429,0.58079928597527,0.3178108621814043,0.0,1,0,1,0,0,0,1,0,0,0
0.7244094488188977,0.5545716389908056,36652,443,0.4285714285714286,0.2457850809628476,0.1756228387933944,0.0,0,0,1,0,1,0,1,0,0,0
0.886184681460272,0.6948521845916252,40754,80,0.2857142857142857,0.0090714838037344,0.7992763319677217,0.0,1,0,0,0,1,0,0,1,0,0
0.3901216893342877,0.0312600484060128,1038,80,0.6428571428571429,0.9887017839650368,0.6191243831819029,0.0,0,0,0,0,0,1,0,0,0,0
0.8439513242662848,0.2762997362767507,6851,80,0.5714285714285714,0.9561247958610526,0.5916007461909192,0.0,0,1,1,0,0,1,0,0,1,0
0.4294917680744452,0.5776237824076231,42778,443,0.0714285714285714,0.8485571438499262,0.5423061400119489,0.0,1,0,0,1,0,1,1,0,0,0
0.5561918396564066,0.3351206697615548,47260,80,0.5714285714285714,0.540736517579111,0.202189134296889,1.0,1,0,1,0,1,0,0,0,0,1
0.2161775232641374,0.5739402971903488,10484,443,0.8571428571428571,0.8293719912372195,0.76287311278762,0.0,0,0,0,0,0,0,1,0,0,0
0.0758768790264853,0.1782757769182524,32096,53,0.2857142857142857,0.8017203835583269,0.6456887930708778,1.0,0,1,0,1,1,0,0,0,1,1
0.7065139584824625,0.4689517113483979,57972,443,0.6428571428571429,0.48950565829964,0.2079145853375121,0.0,0,1,0,1,1,0,1,0,0,0
